text,clase
"""Hospital Garrahan - Servicio de Hemoterapia - Donación de Sangre Donante: - Receptor: - """,Donacion_sangre
"""Hospital Garrahan - Servicio de Hemoterapia - Donación de Sangre Donante: - Receptor: - """,Donacion_sangre
"""Hospital Garrahan - Servicio de Hemoterapia - Donación de Sangre Donante: - Receptor: - """,Donacion_sangre
""" Fundacion Hemocentro El paciente ha presentado 1 (un) donante de sangre""",Donacion_sangre
""" Fundacion Hemocentro El paciente ha presentado 1 (un) donante de sangre""",Donacion_sangre
""" Fundacion Hemocentro El paciente ha presentado 1 (un) donante de sangre""",Donacion_sangre
""" Fundacion Hemoprovincia  paciente ha presentado un donante de sangre""",Donacion_sangre
""" Fundacion Hemoprovincia  paciente ha presentado un donante de sangre""",Donacion_sangre
""" Fundacion Hemoprovincia  paciente ha presentado un donante de sangre""",Donacion_sangre
""" Defuncion - del libro de defunciones se encuentra inscripta la defuncion de  ocurrida a consecuencia de paro cardiorespiratorio no traumatico""",Duelo
""" Defuncion - del libro de defunciones se encuentra inscripta la defuncion de  ocurrida a consecuencia de paro cardiorespiratorio no traumatico""",Duelo
""" Defuncion - del libro de defunciones se encuentra inscripta la defuncion de  ocurrida a consecuencia de paro cardiorespiratorio no traumatico""",Duelo
""" Defuncion - se halla inscripta la defuncion de - cuyo deceso ocurrio - con diagnostico sepsis c. meningitis ingesta de infusion casera""",Duelo
""" Defuncion - se halla inscripta la defuncion de - cuyo deceso ocurrio - con diagnostico sepsis c. meningitis ingesta de infusion casera""",Duelo
""" Defuncion - se halla inscripta la defuncion de - cuyo deceso ocurrio - con diagnostico sepsis c. meningitis ingesta de infusion casera""",Duelo
""" defuncion - fallecio - siendo la causa de defuncion Paro cardiaco- Insuficiencia cardiaca aguda - arritmia cardiaca - """,Duelo
""" defuncion - fallecio - siendo la causa de defuncion Paro cardiaco- Insuficiencia cardiaca aguda - arritmia cardiaca - """,Duelo
""" defuncion - fallecio - siendo la causa de defuncion Paro cardiaco- Insuficiencia cardiaca aguda - arritmia cardiaca - """,Duelo
"""defunciones , defunción , consecuencia """,Duelo
"""defunciones , defunción , consecuencia """,Duelo
"""defunciones , defunción , consecuencia """,Duelo
"""defunción , deceso, diagnostico """,Duelo
"""defunción , deceso, diagnostico """,Duelo
"""defunción , deceso, diagnostico """,Duelo
"""Defunción - Del libro de defunciones se encuentra inscripta la defunción de - ocurrida a consecuencia de paro cardiorespiratorio secundario a enfermedad coronaria crónica.""",Duelo
"""Defunción - Del libro de defunciones se encuentra inscripta la defunción de - ocurrida a consecuencia de paro cardiorespiratorio secundario a enfermedad coronaria crónica.""",Duelo
"""Defunción - Del libro de defunciones se encuentra inscripta la defunción de - ocurrida a consecuencia de paro cardiorespiratorio secundario a enfermedad coronaria crónica.""",Duelo
"""Defunción - Se halla inscripta la defunción de - registrada a causa de paro cardiorrespiratorio asociado a insuficiencia respiratoria aguda.""",Duelo
"""Defunción - Se halla inscripta la defunción de - registrada a causa de paro cardiorrespiratorio asociado a insuficiencia respiratoria aguda.""",Duelo
"""Defunción - Se halla inscripta la defunción de - registrada a causa de paro cardiorrespiratorio asociado a insuficiencia respiratoria aguda.""",Duelo
"""Defunción - Del libro de defunciones consta la inscripción del fallecimiento de - ocurrido por paro cardiorespiratorio con antecedentes de hipertensión arterial.""",Duelo
"""Defunción - Del libro de defunciones consta la inscripción del fallecimiento de - ocurrido por paro cardiorespiratorio con antecedentes de hipertensión arterial.""",Duelo
"""Defunción - Del libro de defunciones consta la inscripción del fallecimiento de - ocurrido por paro cardiorespiratorio con antecedentes de hipertensión arterial.""",Duelo
"""Defunción - Se encuentra registrada la defunción de - con causa de muerte paro cardiorespiratorio por embolia pulmonar.""",Duelo
"""Defunción - Se encuentra registrada la defunción de - con causa de muerte paro cardiorespiratorio por embolia pulmonar.""",Duelo
"""Defunción - Se encuentra registrada la defunción de - con causa de muerte paro cardiorespiratorio por embolia pulmonar.""",Duelo
""" Defunción - Se halla inscripta la defunción de - cuyo deceso ocurrió por sepsis grave asociada a neumonía bacteriana."" ",Duelo
""" Defunción - Se halla inscripta la defunción de - cuyo deceso ocurrió por sepsis grave asociada a neumonía bacteriana."" ",Duelo
""" Defunción - Se halla inscripta la defunción de - cuyo deceso ocurrió por sepsis grave asociada a neumonía bacteriana."" ",Duelo
""" Defunción - Se encuentra registrada la defunción de - con diagnóstico de sepsis por infección urinaria complicada.""",Duelo
""" Defunción - Se encuentra registrada la defunción de - con diagnóstico de sepsis por infección urinaria complicada.""",Duelo
""" Defunción - Se encuentra registrada la defunción de - con diagnóstico de sepsis por infección urinaria complicada.""",Duelo
"""Defunción - Del libro de defunciones consta la inscripción del deceso de - por sepsis secundaria a absceso hepático.""",Duelo
"""Defunción - Del libro de defunciones consta la inscripción del deceso de - por sepsis secundaria a absceso hepático.""",Duelo
"""Defunción - Del libro de defunciones consta la inscripción del deceso de - por sepsis secundaria a absceso hepático.""",Duelo
"""Defunción - Se halla inscripta la defunción de - con diagnóstico de sepsis generalizada tras intervención quirúrgica reciente.""",Duelo
"""Defunción - Se halla inscripta la defunción de - con diagnóstico de sepsis generalizada tras intervención quirúrgica reciente.""",Duelo
"""Defunción - Se halla inscripta la defunción de - con diagnóstico de sepsis generalizada tras intervención quirúrgica reciente.""",Duelo
"""Defunción - Falleció - siendo la causa de defunción paro cardíaco debido a insuficiencia coronaria aguda.""",Duelo
"""Defunción - Falleció - siendo la causa de defunción paro cardíaco debido a insuficiencia coronaria aguda.""",Duelo
"""Defunción - Falleció - siendo la causa de defunción paro cardíaco debido a insuficiencia coronaria aguda.""",Duelo
"""Defunción - Se encuentra registrada la defunción de - con causa de muerte insuficiencia cardíaca congestiva.""",Duelo
"""Defunción - Se encuentra registrada la defunción de - con causa de muerte insuficiencia cardíaca congestiva.""",Duelo
"""Defunción - Se encuentra registrada la defunción de - con causa de muerte insuficiencia cardíaca congestiva.""",Duelo
"""Defunción - Consta en el registro la defunción de - por arritmia cardíaca ventricular severa.""",Duelo
"""Defunción - Consta en el registro la defunción de - por arritmia cardíaca ventricular severa.""",Duelo
"""Defunción - Consta en el registro la defunción de - por arritmia cardíaca ventricular severa.""",Duelo
"""Defunción - Falleció - siendo la causa de defunción paro cardíaco relacionado con infarto agudo de miocardio.""",Duelo
"""Defunción - Falleció - siendo la causa de defunción paro cardíaco relacionado con infarto agudo de miocardio.""",Duelo
"""Defunción - Falleció - siendo la causa de defunción paro cardíaco relacionado con infarto agudo de miocardio.""",Duelo
"""Defunciones - Se encuentra inscripta la defunción de - fallecido por consecuencia de traumatismo craneoencefálico severo.""",Duelo
"""Defunciones - Se encuentra inscripta la defunción de - fallecido por consecuencia de traumatismo craneoencefálico severo.""",Duelo
"""Defunciones - Se encuentra inscripta la defunción de - fallecido por consecuencia de traumatismo craneoencefálico severo.""",Duelo
"""Defunciones - Del registro consta la defunción de - cuyo deceso fue a causa de hemorragia digestiva masiva.""",Duelo
"""Defunciones - Del registro consta la defunción de - cuyo deceso fue a causa de hemorragia digestiva masiva.""",Duelo
"""Defunciones - Del registro consta la defunción de - cuyo deceso fue a causa de hemorragia digestiva masiva.""",Duelo
"""Defunciones - Consta en el libro de defunciones la inscripción de - fallecido por consecuencias de insuficiencia multiorgánica.""",Duelo
"""Defunciones - Consta en el libro de defunciones la inscripción de - fallecido por consecuencias de insuficiencia multiorgánica.""",Duelo
"""Defunciones - Consta en el libro de defunciones la inscripción de - fallecido por consecuencias de insuficiencia multiorgánica.""",Duelo
""" requiere asistencia permanente debido a una condición médica que le impide realizar actividades cotidianas de manera autónoma. Se sugiere que un familiar directo brinde soporte para garantizar su bienestar.""",Enfermedad _Asistencia
""" requiere asistencia permanente debido a una condición médica que le impide realizar actividades cotidianas de manera autónoma. Se sugiere que un familiar directo brinde soporte para garantizar su bienestar.""",Enfermedad _Asistencia
""" requiere asistencia permanente debido a una condición médica que le impide realizar actividades cotidianas de manera autónoma. Se sugiere que un familiar directo brinde soporte para garantizar su bienestar.""",Enfermedad _Asistencia
""" sometida a un procedimiento quirúrgico mayor y requiere asistencia continua durante su proceso de recuperación. Recomiendo la presencia de un familiar que pueda colaborar en su cuidado y supervisión. Dr. .""",Enfermedad _Asistencia
""" sometida a un procedimiento quirúrgico mayor y requiere asistencia continua durante su proceso de recuperación. Recomiendo la presencia de un familiar que pueda colaborar en su cuidado y supervisión. Dr. .""",Enfermedad _Asistencia
""" sometida a un procedimiento quirúrgico mayor y requiere asistencia continua durante su proceso de recuperación. Recomiendo la presencia de un familiar que pueda colaborar en su cuidado y supervisión. Dr. .""",Enfermedad _Asistencia
""" atencion de familiar enfermo , se presento a revision medica  acompañado de - se certifica que el paciente se encuentra - debiendo quedar al cuidado por el tiempo de reposo indicador del familiar que lo acompaña """,Enfermedad _Asistencia
""" atencion de familiar enfermo , se presento a revision medica  acompañado de - se certifica que el paciente se encuentra - debiendo quedar al cuidado por el tiempo de reposo indicador del familiar que lo acompaña """,Enfermedad _Asistencia
""" atencion de familiar enfermo , se presento a revision medica  acompañado de - se certifica que el paciente se encuentra - debiendo quedar al cuidado por el tiempo de reposo indicador del familiar que lo acompaña """,Enfermedad _Asistencia
"""presenta una enfermedad infecciosa que requiere aislamiento y cuidados constantes por parte de un tutor legal. Se recomienda que uno de los padres o responsables esté presente durante el período estimado de recuperació Dr.""",Enfermedad _Asistencia
"""presenta una enfermedad infecciosa que requiere aislamiento y cuidados constantes por parte de un tutor legal. Se recomienda que uno de los padres o responsables esté presente durante el período estimado de recuperació Dr.""",Enfermedad _Asistencia
"""presenta una enfermedad infecciosa que requiere aislamiento y cuidados constantes por parte de un tutor legal. Se recomienda que uno de los padres o responsables esté presente durante el período estimado de recuperació Dr.""",Enfermedad _Asistencia
""" necesita asistencia inmediata de un familiar debido a una complicación médica de carácter urgente que afecta su movilidad y autonomía. La duración del cuidado requerido será determinada tras una nueva evaluación en 7 días. Dr. .""",Enfermedad _Asistencia
""" necesita asistencia inmediata de un familiar debido a una complicación médica de carácter urgente que afecta su movilidad y autonomía. La duración del cuidado requerido será determinada tras una nueva evaluación en 7 días. Dr. .""",Enfermedad _Asistencia
""" necesita asistencia inmediata de un familiar debido a una complicación médica de carácter urgente que afecta su movilidad y autonomía. La duración del cuidado requerido será determinada tras una nueva evaluación en 7 días. Dr. .""",Enfermedad _Asistencia
"""se encuentra atravesando un proceso de rehabilitación física que requiere la asistencia de un familiar cercano para llevar a cabo actividades diarias como la movilización y el acceso a consultas médicas. Se estima que la necesidad de soporte se prolongará por un período de 15 días, sujeto a evaluación posterior. Dr.""",Enfermedad _Asistencia
"""se encuentra atravesando un proceso de rehabilitación física que requiere la asistencia de un familiar cercano para llevar a cabo actividades diarias como la movilización y el acceso a consultas médicas. Se estima que la necesidad de soporte se prolongará por un período de 15 días, sujeto a evaluación posterior. Dr.""",Enfermedad _Asistencia
"""se encuentra atravesando un proceso de rehabilitación física que requiere la asistencia de un familiar cercano para llevar a cabo actividades diarias como la movilización y el acceso a consultas médicas. Se estima que la necesidad de soporte se prolongará por un período de 15 días, sujeto a evaluación posterior. Dr.""",Enfermedad _Asistencia
"""padece una afección de salud que demanda cuidados especiales en su domicilio. Es imprescindible que un familiar directo la asista en la administración de tratamientos y otras actividades esenciales durante un lapso, el cual podrá ser extendido según evolución.""",Enfermedad _Asistencia
"""padece una afección de salud que demanda cuidados especiales en su domicilio. Es imprescindible que un familiar directo la asista en la administración de tratamientos y otras actividades esenciales durante un lapso, el cual podrá ser extendido según evolución.""",Enfermedad _Asistencia
"""padece una afección de salud que demanda cuidados especiales en su domicilio. Es imprescindible que un familiar directo la asista en la administración de tratamientos y otras actividades esenciales durante un lapso, el cual podrá ser extendido según evolución.""",Enfermedad _Asistencia
"""necesita asistencia diaria de un familiar debido a una condición médica que limita su capacidad para realizar actividades básicas de manera independiente. Dra. .""",Enfermedad _Asistencia
"""necesita asistencia diaria de un familiar debido a una condición médica que limita su capacidad para realizar actividades básicas de manera independiente. Dra. .""",Enfermedad _Asistencia
"""necesita asistencia diaria de un familiar debido a una condición médica que limita su capacidad para realizar actividades básicas de manera independiente. Dra. .""",Enfermedad _Asistencia
""" ha sido intervenida quirúrgicamente y requiere acompañamiento constante durante su período de recuperación. Se sugiere que un familiar directo colabore con sus cuidados básicos""",Enfermedad _Asistencia
""" ha sido intervenida quirúrgicamente y requiere acompañamiento constante durante su período de recuperación. Se sugiere que un familiar directo colabore con sus cuidados básicos""",Enfermedad _Asistencia
""" ha sido intervenida quirúrgicamente y requiere acompañamiento constante durante su período de recuperación. Se sugiere que un familiar directo colabore con sus cuidados básicos""",Enfermedad _Asistencia
""" atencion de familiar enfermo , se presento a revision medica  acompañado de - se certifica que el paciente se encuentra - debiendo quedar al cuidado por el tiempo de reposo indicador del familiar que lo acompaña """,Enfermedad _Asistencia
""" atencion de familiar enfermo , se presento a revision medica  acompañado de - se certifica que el paciente se encuentra - debiendo quedar al cuidado por el tiempo de reposo indicador del familiar que lo acompaña """,Enfermedad _Asistencia
""" atencion de familiar enfermo , se presento a revision medica  acompañado de - se certifica que el paciente se encuentra - debiendo quedar al cuidado por el tiempo de reposo indicador del familiar que lo acompaña """,Enfermedad _Asistencia
"""Consultorio Médico -  Cuadro de gripe con infección respiratoria alta . Reposo domiciliario, hidratación y paracetamol 500mg cada 8 horas - Incapacidad Laboral: 3 días -  Control: Reevaluación """,Enfermedad _Asistencia
"""Consultorio Médico -  Cuadro de gripe con infección respiratoria alta . Reposo domiciliario, hidratación y paracetamol 500mg cada 8 horas - Incapacidad Laboral: 3 días -  Control: Reevaluación """,Enfermedad _Asistencia
"""Consultorio Médico -  Cuadro de gripe con infección respiratoria alta . Reposo domiciliario, hidratación y paracetamol 500mg cada 8 horas - Incapacidad Laboral: 3 días -  Control: Reevaluación """,Enfermedad _Asistencia
"""Hospital - Servicio de Clínica Médica - Hipertensión arterial descompensada  . Reposo  6 dias. Observaciones: Derivación a cardiología para ajuste terapéutico Dr  """,Enfermedad _Asistencia
"""Hospital - Servicio de Clínica Médica - Hipertensión arterial descompensada  . Reposo  6 dias. Observaciones: Derivación a cardiología para ajuste terapéutico Dr  """,Enfermedad _Asistencia
"""Hospital - Servicio de Clínica Médica - Hipertensión arterial descompensada  . Reposo  6 dias. Observaciones: Derivación a cardiología para ajuste terapéutico Dr  """,Enfermedad _Asistencia
"""Clínica Privada -  Servicio de Traumatología   Postoperatorio de hernia discal L4-L5 - Intervención: Discectomía lumbar realizada el 20/08/2024 - Indicaciones: Reposo absoluto, kinesiología - Incapacidad Laboral""",Enfermedad _Asistencia
"""Clínica Privada -  Servicio de Traumatología   Postoperatorio de hernia discal L4-L5 - Intervención: Discectomía lumbar realizada el 20/08/2024 - Indicaciones: Reposo absoluto, kinesiología - Incapacidad Laboral""",Enfermedad _Asistencia
"""Clínica Privada -  Servicio de Traumatología   Postoperatorio de hernia discal L4-L5 - Intervención: Discectomía lumbar realizada el 20/08/2024 - Indicaciones: Reposo absoluto, kinesiología - Incapacidad Laboral""",Enfermedad _Asistencia
""" presenta cuadro gripal con fiebre. Reposo 2 días.  Dr.""",Enfermedad _Asistencia
""" presenta cuadro gripal con fiebre. Reposo 2 días.  Dr.""",Enfermedad _Asistencia
""" presenta cuadro gripal con fiebre. Reposo 2 días.  Dr.""",Enfermedad _Asistencia
"""Paciente: Ana María García DNI 32.456.789. Dolor lumbar. Reposo 3 días. Control si persiste. Dra. """,Enfermedad _Asistencia
"""Paciente: Ana María García DNI 32.456.789. Dolor lumbar. Reposo 3 días. Control si persiste. Dra. """,Enfermedad _Asistencia
"""Paciente: Ana María García DNI 32.456.789. Dolor lumbar. Reposo 3 días. Control si persiste. Dra. """,Enfermedad _Asistencia
""" Postoperatorio. Reposo 1 semana. Dr.""",Enfermedad _Asistencia
""" Postoperatorio. Reposo 1 semana. Dr.""",Enfermedad _Asistencia
""" Postoperatorio. Reposo 1 semana. Dr.""",Enfermedad _Asistencia
"""Consultorio Médico Sinusitis aguda- Síntomas: Congestión nasal, cefalea, fiebre de 37.8°C - Tratamiento: Reposo domiciliario, amoxicilina 500mg cada 12 horas durante 7 días . Control: """,Enfermedad _Asistencia
"""Consultorio Médico Sinusitis aguda- Síntomas: Congestión nasal, cefalea, fiebre de 37.8°C - Tratamiento: Reposo domiciliario, amoxicilina 500mg cada 12 horas durante 7 días . Control: """,Enfermedad _Asistencia
"""Consultorio Médico Sinusitis aguda- Síntomas: Congestión nasal, cefalea, fiebre de 37.8°C - Tratamiento: Reposo domiciliario, amoxicilina 500mg cada 12 horas durante 7 días . Control: """,Enfermedad _Asistencia
"""Clínica  Lumbalgia aguda (CIE-10: M54.5) -  Dolor lumbar, limitación funcional moderada - Reposo relativo 7 dias , fisioterapia, ibuprofeno 400mg cada 8 horas -  """,Enfermedad _Asistencia
"""Clínica  Lumbalgia aguda (CIE-10: M54.5) -  Dolor lumbar, limitación funcional moderada - Reposo relativo 7 dias , fisioterapia, ibuprofeno 400mg cada 8 horas -  """,Enfermedad _Asistencia
"""Clínica  Lumbalgia aguda (CIE-10: M54.5) -  Dolor lumbar, limitación funcional moderada - Reposo relativo 7 dias , fisioterapia, ibuprofeno 400mg cada 8 horas -  """,Enfermedad _Asistencia
"""Consultorio Médico . Migraña crónica con crisis aguda  Síntomas: Cefalea intensa unilateral, fotofobia, náuseas - Tratamiento: Reposo absoluto, sumatriptán 50mg al inicio del dolor, control del estrés - Incapacidad Laboral: 3 días """,Enfermedad _Asistencia
"""Consultorio Médico . Migraña crónica con crisis aguda  Síntomas: Cefalea intensa unilateral, fotofobia, náuseas - Tratamiento: Reposo absoluto, sumatriptán 50mg al inicio del dolor, control del estrés - Incapacidad Laboral: 3 días """,Enfermedad _Asistencia
"""Consultorio Médico . Migraña crónica con crisis aguda  Síntomas: Cefalea intensa unilateral, fotofobia, náuseas - Tratamiento: Reposo absoluto, sumatriptán 50mg al inicio del dolor, control del estrés - Incapacidad Laboral: 3 días """,Enfermedad _Asistencia
"""Paciente: María Fernández  Diagnóstico: cefalea tensional. Descanso por 1 día. Consulta nuevamente si el dolor persiste. Dra. """,Enfermedad _Asistencia
"""Paciente: María Fernández  Diagnóstico: cefalea tensional. Descanso por 1 día. Consulta nuevamente si el dolor persiste. Dra. """,Enfermedad _Asistencia
"""Paciente: María Fernández  Diagnóstico: cefalea tensional. Descanso por 1 día. Consulta nuevamente si el dolor persiste. Dra. """,Enfermedad _Asistencia
"""Paciente: Pedro Gómez  Dolor cervical agudo. Reposo indicado por 5 días. Control sugerido en caso de no mejorar. Dr. Torres """,Enfermedad _Asistencia
"""Paciente: Pedro Gómez  Dolor cervical agudo. Reposo indicado por 5 días. Control sugerido en caso de no mejorar. Dr. Torres """,Enfermedad _Asistencia
"""Paciente: Pedro Gómez  Dolor cervical agudo. Reposo indicado por 5 días. Control sugerido en caso de no mejorar. Dr. Torres """,Enfermedad _Asistencia
"""Universidad  Facultad  EXAMEN  Carrera:  Materia:   Turno:  Tipo:  """,Estudios
"""Universidad  Facultad  EXAMEN  Carrera:  Materia:   Turno:  Tipo:  """,Estudios
"""Universidad  Facultad  EXAMEN  Carrera:  Materia:   Turno:  Tipo:  """,Estudios
"""Universidad  - Facultad   EXAMEN FINAL Alumno:  Carrera:  Materia:    Modalidad:  "" ",Estudios
"""Universidad  - Facultad   EXAMEN FINAL Alumno:  Carrera:  Materia:    Modalidad:  "" ",Estudios
"""Universidad  - Facultad   EXAMEN FINAL Alumno:  Carrera:  Materia:    Modalidad:  "" ",Estudios
"""Instituto EXAMEN Carrera: Materia: Calificación: Examen escrito con defensa oral  """,Estudios
"""Instituto EXAMEN Carrera: Materia: Calificación: Examen escrito con defensa oral  """,Estudios
"""Instituto EXAMEN Carrera: Materia: Calificación: Examen escrito con defensa oral  """,Estudios
"""Universidad - Facultad  RENDIMIENTO Alumno: Carrera:  Materia:Tipo: Recuperatorio """,Estudios
"""Universidad - Facultad  RENDIMIENTO Alumno: Carrera:  Materia:Tipo: Recuperatorio """,Estudios
"""Universidad - Facultad  RENDIMIENTO Alumno: Carrera:  Materia:Tipo: Recuperatorio """,Estudios
"""Instituto  EXAMEN ESPECIAL Carrera: Materia: """,Estudios
"""Instituto  EXAMEN ESPECIAL Carrera: Materia: """,Estudios
"""Instituto  EXAMEN ESPECIAL Carrera: Materia: """,Estudios
"""Universidad  - Facultad  EXAMEN LIBRE Alumno: Carrera:  Materia: """,Estudios
"""Universidad  - Facultad  EXAMEN LIBRE Alumno: Carrera:  Materia: """,Estudios
"""Universidad  - Facultad  EXAMEN LIBRE Alumno: Carrera:  Materia: """,Estudios
"""Escuela CERTIFICADO DE EXAMEN  Carrera:  Materia: Turno: Mañana""",Estudios
"""Escuela CERTIFICADO DE EXAMEN  Carrera:  Materia: Turno: Mañana""",Estudios
"""Escuela CERTIFICADO DE EXAMEN  Carrera:  Materia: Turno: Mañana""",Estudios
"""Universidad  - Facultad  CERTIFICADO DE EXAMEN Alumno:  Carrera:  Materia:  """,Estudios
"""Universidad  - Facultad  CERTIFICADO DE EXAMEN Alumno:  Carrera:  Materia:  """,Estudios
"""Universidad  - Facultad  CERTIFICADO DE EXAMEN Alumno:  Carrera:  Materia:  """,Estudios
"""Instituto  CERTIFICADO DE EXAMEN PRÁCTICO Carrera Materia:  """,Estudios
"""Instituto  CERTIFICADO DE EXAMEN PRÁCTICO Carrera Materia:  """,Estudios
"""Instituto  CERTIFICADO DE EXAMEN PRÁCTICO Carrera Materia:  """,Estudios
"""Universidad  - Escuela  EXAMEN Carrera Materia:  Modalidad:  Nota: """,Estudios
"""Universidad  - Escuela  EXAMEN Carrera Materia:  Modalidad:  Nota: """,Estudios
"""Universidad  - Escuela  EXAMEN Carrera Materia:  Modalidad:  Nota: """,Estudios
"""Conste que el/la alumno/ señor/ita  ha concurrido a esta Facultad  rendir examen parcial/final de la asignatura .""",Estudios
"""Conste que el/la alumno/ señor/ita  ha concurrido a esta Facultad  rendir examen parcial/final de la asignatura .""",Estudios
"""Conste que el/la alumno/ señor/ita  ha concurrido a esta Facultad  rendir examen parcial/final de la asignatura .""",Estudios
"""El profesor de la asignatura:  de la carrera:  certifica que: ha rendido examen PARCIAL /FINAL """,Estudios
"""El profesor de la asignatura:  de la carrera:  certifica que: ha rendido examen PARCIAL /FINAL """,Estudios
"""El profesor de la asignatura:  de la carrera:  certifica que: ha rendido examen PARCIAL /FINAL """,Estudios
"""Solicitud de constancia de examen: Se deja constancia de que el/la alumno/a ha rendido examen PARCIAL FINAL de la materia  correspondiente a la carrera de  en la sede""",Estudios
"""Solicitud de constancia de examen: Se deja constancia de que el/la alumno/a ha rendido examen PARCIAL FINAL de la materia  correspondiente a la carrera de  en la sede""",Estudios
"""Solicitud de constancia de examen: Se deja constancia de que el/la alumno/a ha rendido examen PARCIAL FINAL de la materia  correspondiente a la carrera de  en la sede""",Estudios
"""Universidad  examen alumno/a: Nombre y Apellido: , ha rendido examen parcial/final de la asignatura: """,Estudios
"""Universidad  examen alumno/a: Nombre y Apellido: , ha rendido examen parcial/final de la asignatura: """,Estudios
"""Universidad  examen alumno/a: Nombre y Apellido: , ha rendido examen parcial/final de la asignatura: """,Estudios
"""Constancia de presentacion a examen. El/La profesor/a que suscribe la presente CERTIFICA que el/la sr/sra   estudiante regular de la carrera con el Legajo  rendir el examen PARCIAL / FINAL de la asignatura """,Estudios
"""Constancia de presentacion a examen. El/La profesor/a que suscribe la presente CERTIFICA que el/la sr/sra   estudiante regular de la carrera con el Legajo  rendir el examen PARCIAL / FINAL de la asignatura """,Estudios
"""Constancia de presentacion a examen. El/La profesor/a que suscribe la presente CERTIFICA que el/la sr/sra   estudiante regular de la carrera con el Legajo  rendir el examen PARCIAL / FINAL de la asignatura """,Estudios
"""Examen Final: se presento a rendir el siguiente examen: Ubicacion: campus. """,Estudios
"""Examen Final: se presento a rendir el siguiente examen: Ubicacion: campus. """,Estudios
"""Examen Final: se presento a rendir el siguiente examen: Ubicacion: campus. """,Estudios
"""Universidad  - Facultad  CERTIFICADO DE EXAMEN Alumno:  Carrera:  Materia:  """,Estudios
"""Universidad  - Facultad  CERTIFICADO DE EXAMEN Alumno:  Carrera:  Materia:  """,Estudios
"""Universidad  - Facultad  CERTIFICADO DE EXAMEN Alumno:  Carrera:  Materia:  """,Estudios
"""Instituto  CERTIFICADO DE EXAMEN PRÁCTICO Carrera Materia:  """,Estudios
"""Instituto  CERTIFICADO DE EXAMEN PRÁCTICO Carrera Materia:  """,Estudios
"""Instituto  CERTIFICADO DE EXAMEN PRÁCTICO Carrera Materia:  """,Estudios
"""Universidad  - Escuela  EXAMEN Carrera Materia:  Modalidad:  Nota: """,Estudios
"""Universidad  - Escuela  EXAMEN Carrera Materia:  Modalidad:  Nota: """,Estudios
"""Universidad  - Escuela  EXAMEN Carrera Materia:  Modalidad:  Nota: """,Estudios
"""Conste que el/la alumno/ señor/ita  ha concurrido a esta Facultad  rendir examen parcial/final de la asignatura .""",Estudios
"""Conste que el/la alumno/ señor/ita  ha concurrido a esta Facultad  rendir examen parcial/final de la asignatura .""",Estudios
"""Conste que el/la alumno/ señor/ita  ha concurrido a esta Facultad  rendir examen parcial/final de la asignatura .""",Estudios
"""Constancia de Examen alumno: , con DNI N° 11222333, rindio examen en la materia: Organizacion del Computador comision N°2020, dictada por el docente """,Estudios
"""Constancia de Examen alumno: , con DNI N° 11222333, rindio examen en la materia: Organizacion del Computador comision N°2020, dictada por el docente """,Estudios
"""Constancia de Examen alumno: , con DNI N° 11222333, rindio examen en la materia: Organizacion del Computador comision N°2020, dictada por el docente """,Estudios
"""inscribo el matrimonio de - cumplidas las formalidad legales y recibido el consentimiento de los contrayentes en nombre de la ley los declararé unidos en matrimonio ante los testigos -"" ",Matrimonial
"""inscribo el matrimonio de - cumplidas las formalidad legales y recibido el consentimiento de los contrayentes en nombre de la ley los declararé unidos en matrimonio ante los testigos -"" ",Matrimonial
"""inscribo el matrimonio de - cumplidas las formalidad legales y recibido el consentimiento de los contrayentes en nombre de la ley los declararé unidos en matrimonio ante los testigos -"" ",Matrimonial
"""celebrado en el Registro Civil,  libro 13, folio 85,  contrayentes , acompañados por los testigos, siendo el oficial a cargo el Dr. juez de paz.""",Matrimonial
"""celebrado en el Registro Civil,  libro 13, folio 85,  contrayentes , acompañados por los testigos, siendo el oficial a cargo el Dr. juez de paz.""",Matrimonial
"""celebrado en el Registro Civil,  libro 13, folio 85,  contrayentes , acompañados por los testigos, siendo el oficial a cargo el Dr. juez de paz.""",Matrimonial
"""El matrimonio civil celebrado en el Registro Civil  , libro , folio , contrayentes a , testigos ,  la oficial a cargo la Dra. , jueza de paz.""",Matrimonial
"""El matrimonio civil celebrado en el Registro Civil  , libro , folio , contrayentes a , testigos ,  la oficial a cargo la Dra. , jueza de paz.""",Matrimonial
"""El matrimonio civil celebrado en el Registro Civil  , libro , folio , contrayentes a , testigos ,  la oficial a cargo la Dra. , jueza de paz.""",Matrimonial
"""Registro Civil  libro, folio ,  contrayentes , testigos y ,  oficial a cargo el Dr. , juez de paz.""",Matrimonial
"""Registro Civil  libro, folio ,  contrayentes , testigos y ,  oficial a cargo el Dr. , juez de paz.""",Matrimonial
"""Registro Civil  libro, folio ,  contrayentes , testigos y ,  oficial a cargo el Dr. , juez de paz.""",Matrimonial
"""El matrimonio civil , Registro Civil , libro , folio , contrayentes, testigos   oficial Dra. , jueza de paz.""",Matrimonial
"""El matrimonio civil , Registro Civil , libro , folio , contrayentes, testigos   oficial Dra. , jueza de paz.""",Matrimonial
"""El matrimonio civil , Registro Civil , libro , folio , contrayentes, testigos   oficial Dra. , jueza de paz.""",Matrimonial
